Jenis_Kelamin,Tinggi_Badan,Berat_Badan,Lahir,Ukur,Umur_Bulan
MALE,85.3,10.2,1990-11-10,1995-07-24,56.0
FEMALE,73.2,9.3,1993-02-02,1995-07-24,29.0
FEMALE,46.0,2.4,1995-06-18,1995-07-24,1.0
MALE,141.4,38.6,1967-12-31,1995-07-21,331.0
MALE,82.5,11.1,1992-02-03,1995-07-21,41.0
MALE,68.5,8.0,1994-03-12,1995-07-21,16.0
MALE,155.3,59.9,1960-04-22,1995-07-20,423.0
FEMALE,100.1,15.7,1990-11-17,1995-07-20,56.0
FEMALE,153.4,58.5,1969-06-13,1995-07-18,313.0
MALE,98.0,14.9,1990-03-25,1995-07-18,64.0
MALE,87.4,12.1,1992-05-11,1995-07-18,38.0
MALE,999.0,453.1,1993-10-08,,
FEMALE,59.8,6.9,1995-03-10,1995-07-18,4.0
FEMALE,146.2,41.3,1962-03-15,1995-07-20,400.0
MALE,90.9,12.7,1991-05-22,1995-07-20,50.0
MALE,77.7,9.7,1993-06-26,1995-07-20,25.0
FEMALE,151.7,54.0,1965-07-03,1995-07-24,360.0
MALE,78.8,10.5,1993-08-19,1995-07-24,23.0
MALE,145.0,59.0,1962-07-03,1995-07-18,396.0
FEMALE,88.0,13.9,1990-04-01,1995-06-18,62.0
MALE,79.8,10.6,1992-12-19,1995-06-18,30.0
FEMALE,59.2,6.2,1995-02-01,1995-07-18,5.0
MALE,144.2,42.6,,1995-07-18,
MALE,92.3,13.7,1991-02-05,1995-07-18,53.0
FEMALE,77.8,9.7,1993-05-20,1995-07-18,26.0
FEMALE,138.3,40.8,,1995-07-13,
MALE,80.5,9.9,1993-01-03,1995-07-13,30.0
FEMALE,144.9,52.2,1977-05-01,1995-07-19,218.0
MALE,143.8,39.5,1972-06-24,1995-07-19,277.0
MALE,95.3,13.2,1990-10-22,1995-07-19,57.0
FEMALE,79.0,9.0,1992-11-01,1995-07-19,32.0
MALE,144.7,42.6,1971-06-24,1995-07-14,289.0
MALE,98.1,13.0,1990-12-07,1995-07-14,55.0
FEMALE,86.5,11.6,1991-10-18,1995-07-14,45.0
FEMALE,71.6,7.1,1993-10-27,1995-07-14,21.0
MALE,140.8,45.4,1970-09-24,1995-07-14,298.0
FEMALE,91.8,13.1,1990-04-13,1995-07-14,63.0
FEMALE,86.5,11.8,1992-01-06,1995-07-14,42.0
FEMALE,75.4,8.5,1993-06-15,1995-07-14,25.0
FEMALE,142.8,37.6,1974-01-05,1995-07-14,258.0
MALE,71.0,8.0,1993-12-30,1995-07-14,19.0
MALE,57.0,7.7,1995-03-02,1995-07-14,4.0
MALE,141.4,51.7,1976-08-28,1995-07-14,227.0
FEMALE,151.6,50.3,1961-06-06,1995-07-28,409.0
FEMALE,92.0,13.0,1991-09-27,1995-07-28,46.0
FEMALE,72.5,9.5,1994-04-07,1995-08-01,16.0
FEMALE,149.6,59.0,1972-09-22,1995-07-26,274.0
FEMALE,90.2,12.8,1992-05-19,1995-07-26,38.0
FEMALE,147.0,53.1,1976-08-05,1995-07-26,227.0
FEMALE,141.5,49.4,1976-06-23,1995-07-31,229.0
MALE,77.3,10.5,1993-03-19,1995-07-31,28.0
MALE,75.6,9.5,1994-09-13,1995-07-31,10.0
FEMALE,140.0,42.6,1965-11-04,1995-07-28,356.0
FEMALE,81.3,10.7,1993-03-10,1995-07-28,28.0
FEMALE,153.1,46.7,1973-05-05,1995-07-28,266.0
MALE,86.9,12.5,1992-11-10,1995-07-28,32.0
MALE,144.5,48.5,1965-07-03,1995-07-28,360.0
FEMALE,91.0,14.1,1991-10-10,1995-07-28,45.0
FEMALE,56.3,6.0,1995-03-31,1995-07-28,4.0
MALE,144.0,39.5,1960-03-10,1995-07-31,424.0
MALE,99.0,16.0,1991-01-02,1995-07-31,54.0
MALE,82.6,11.5,1992-05-11,1995-07-31,38.0
MALE,147.3,59.0,1965-10-30,1995-07-28,357.0
FEMALE,154.0,66.7,1977-03-07,1995-07-28,220.0
MALE,146.5,44.9,1974-04-13,1995-07-28,255.0
MALE,142.7,49.0,1974-06-25,1995-07-31,253.0
FEMALE,147.5,55.3,1975-08-07,1995-07-31,239.0
MALE,85.0,11.4,1990-06-28,1995-07-31,61.0
MALE,71.9,8.6,1993-10-25,1995-07-31,21.0
MALE,145.6,42.2,1999-03-14,1995-07-27,-44.0
FEMALE,100.2,18.5,1990-09-14,1995-07-27,58.0
MALE,75.8,10.5,1993-10-24,1995-07-27,21.0
FEMALE,147.2,39.9,1964-08-08,1995-07-27,371.0
FEMALE,95.3,14.2,1993-03-18,1995-07-27,28.0
MALE,65.3,5.7,1994-06-03,1995-07-27,13.0
MALE,999.0,453.1,1962-05-01,1995-07-27,398.0
MALE,94.6,13.5,1990-05-23,1995-07-27,62.0
MALE,67.6,7.7,1994-04-03,1995-07-27,15.0
FEMALE,148.7,50.3,1973-03-15,1995-07-27,268.0
MALE,65.2,7.9,1995-02-03,1995-07-27,5.0
MALE,144.0,51.7,1977-01-06,1995-07-27,222.0
MALE,145.9,51.7,1968-01-29,1995-05-27,328.0
FEMALE,102.5,16.1,1992-01-07,1995-07-27,42.0
MALE,85.0,11.3,1993-06-05,1995-07-27,25.0
MALE,141.4,48.5,1972-06-07,1995-07-27,277.0
FEMALE,86.6,12.7,1993-02-14,1995-07-27,29.0
FEMALE,74.6,11.1,1994-04-19,1995-07-27,15.0
MALE,151.4,49.4,1968-01-11,1995-07-27,330.0
MALE,154.7,64.0,1976-07-25,1995-07-25,228.0
MALE,150.4,58.5,1972-05-03,1995-07-25,278.0
MALE,150.1,45.8,1962-03-31,1995-07-25,400.0
MALE,85.7,10.3,1992-02-13,1995-07-25,41.0
FEMALE,64.3,6.1,1994-09-05,1995-07-25,10.0
FEMALE,150.0,59.0,1969-12-08,1995-07-28,307.0
MALE,97.5,14.8,1991-03-21,1995-07-28,52.0
MALE,83.0,11.3,1993-07-08,1995-07-28,24.0
FEMALE,152.2,44.5,1969-02-05,1995-07-25,317.0
MALE,94.1,13.6,1991-03-17,1995-07-25,52.0
MALE,72.6,8.7,1994-02-12,1995-07-25,17.0
MALE,153.4,59.4,1973-06-07,1995-07-25,265.0
MALE,54.2,3.8,1995-06-09,1995-07-25,1.0
MALE,146.0,38.6,1973-12-28,1995-07-27,259.0
FEMALE,89.6,11.8,1992-02-21,1995-07-27,41.0
MALE,66.2,7.2,1994-09-16,1995-07-27,10.0
MALE,137.0,44.5,1972-06-09,1995-07-27,277.0
MALE,140.7,40.4,,1995-07-27,
FEMALE,139.5,50.3,1972-08-20,1995-07-27,275.0
FEMALE,142.5,43.1,1975-04-19,1995-07-25,243.0
FEMALE,91.7,13.2,1991-09-06,1995-07-25,46.0
FEMALE,72.8,9.4,1993-12-22,1995-07-25,19.0
MALE,140.1,49.0,1970-10-05,1995-07-27,297.0
FEMALE,97.7,14.7,1990-10-02,1995-07-31,57.0
MALE,88.8,11.9,1992-07-06,1995-07-31,36.0
MALE,147.7,46.7,1965-11-15,1995-07-25,356.0
FEMALE,107.3,16.1,1990-02-06,1995-07-25,65.0
FEMALE,81.0,10.2,1993-07-23,1995-07-25,24.0
FEMALE,141.6,44.0,1970-06-17,1995-07-25,301.0
FEMALE,91.5,13.4,1991-07-09,1995-07-25,48.0
FEMALE,65.4,8.2,1994-12-05,1995-07-25,7.0
MALE,144.0,42.6,1968-01-03,1995-07-31,330.0
FEMALE,91.9,12.3,1990-12-13,1995-07-31,55.0
FEMALE,76.2,9.2,1992-09-17,1995-07-31,34.0
FEMALE,66.9,7.3,1994-08-23,1995-07-31,11.0
MALE,150.0,55.3,1969-04-12,1995-07-25,315.0
FEMALE,82.3,11.8,1992-12-28,1995-07-25,31.0
MALE,155.0,48.1,1976-02-25,1995-07-31,233.0
FEMALE,71.5,9.6,1993-12-17,1995-07-28,19.0
FEMALE,138.4,59.4,1977-01-10,1995-08-03,223.0
MALE,140.5,40.8,,1995-08-03,
FEMALE,96.2,15.3,1990-08-12,1995-08-03,60.0
MALE,64.0,6.5,1994-08-30,1995-08-03,12.0
MALE,151.2,47.2,1960-07-02,1995-08-03,421.0
MALE,88.3,13.1,1991-03-08,1995-08-03,53.0
FEMALE,140.3,68.0,1972-12-25,1995-08-03,272.0
FEMALE,140.8,59.0,1970-04-07,1995-08-03,304.0
FEMALE,148.3,43.5,1975-11-29,1995-08-03,237.0
MALE,76.6,9.8,1993-11-05,1995-08-03,21.0
FEMALE,156.7,71.2,1966-06-17,1995-08-03,350.0
MALE,104.8,15.1,1990-11-02,1995-08-03,57.0
FEMALE,69.1,8.0,1994-11-15,1995-08-03,9.0
MALE,159.7,91.6,1970-12-23,1995-08-01,296.0
MALE,156.1,72.6,1964-10-08,1995-08-03,370.0
MALE,142.4,57.6,1961-12-27,1995-08-03,404.0
FEMALE,90.5,13.2,1991-03-10,1995-08-07,53.0
MALE,82.2,11.9,1993-02-28,1995-08-07,30.0
MALE,60.5,6.2,1995-05-01,1995-08-07,3.0
MALE,138.0,42.6,1967-08-24,1995-08-03,336.0
MALE,83.2,10.8,1992-10-09,1995-08-03,34.0
MALE,160.3,83.0,1965-08-08,1995-08-01,360.0
MALE,111.5,20.1,1990-03-09,1995-08-03,65.0
FEMALE,104.7,16.9,1991-06-06,1995-08-01,50.0
FEMALE,59.2,6.0,1995-04-01,1995-08-01,4.0
MALE,158.9,56.7,1964-09-16,1995-08-01,371.0
FEMALE,155.6,72.1,1968-03-13,1995-09-28,330.0
FEMALE,94.0,13.8,1991-02-17,1995-09-28,55.0
MALE,81.1,11.8,1993-07-29,1995-09-28,26.0
MALE,151.6,59.4,1976-12-07,1995-08-02,224.0
MALE,162.3,57.6,1966-07-13,1995-08-03,349.0
FEMALE,145.3,46.7,1971-02-06,1995-08-02,294.0
MALE,88.1,13.2,1992-06-06,1995-08-02,38.0
FEMALE,149.0,48.5,1974-10-17,1995-08-02,250.0
MALE,87.7,14.1,1993-01-29,1995-08-02,31.0
FEMALE,157.8,61.2,1959-12-02,1995-08-03,428.0
MALE,141.8,66.7,,1995-08-02,
MALE,156.5,49.4,1968-06-08,1995-08-01,326.0
FEMALE,90.5,14.0,1992-09-14,1995-08-01,35.0
FEMALE,143.5,44.0,1969-01-01,1995-08-01,319.0
FEMALE,98.1,14.5,1990-05-09,1995-08-01,63.0
FEMALE,95.0,14.4,1991-05-09,1995-08-01,51.0
FEMALE,84.4,12.0,1992-09-03,1995-08-01,35.0
FEMALE,70.3,9.2,1994-05-30,1995-08-01,15.0
MALE,143.8,48.1,1970-08-02,1995-08-03,300.0
FEMALE,79.6,11.7,1994-01-12,1995-08-03,19.0
MALE,156.0,51.7,1964-11-01,1995-08-02,369.0
MALE,138.2,39.0,1974-09-28,1995-08-03,251.0
FEMALE,108.0,16.7,1990-01-20,1995-08-03,67.0
MALE,148.2,70.3,1973-06-11,1995-08-02,266.0
FEMALE,93.5,14.8,1992-05-07,1995-08-02,39.0
FEMALE,85.8,11.4,1993-06-15,1995-08-02,26.0
MALE,146.8,52.2,1962-12-16,1995-08-03,392.0
MALE,152.1,57.6,1972-06-08,1995-08-02,278.0
FEMALE,146.4,66.2,1974-08-17,1995-08-03,252.0
FEMALE,79.9,10.8,1993-10-04,1995-08-03,22.0
MALE,149.5,54.4,1966-04-07,1995-08-03,352.0
MALE,159.9,56.7,1966-12-30,1995-08-07,344.0
MALE,72.5,8.6,1994-06-01,1995-08-07,14.0
MALE,156.9,49.9,1963-08-13,1995-08-08,384.0
FEMALE,94.2,13.6,1991-12-13,1995-08-08,44.0
FEMALE,50.0,3.5,1995-07-26,1995-08-08,1.0
FEMALE,156.0,48.5,1965-02-02,1995-08-08,366.0
FEMALE,56.5,4.4,1995-07-20,1995-08-08,1.0
MALE,151.4,56.2,1973-10-03,1995-08-08,262.0
MALE,74.3,8.4,1994-09-12,1995-08-08,11.0
FEMALE,143.3,47.6,1967-06-22,1995-08-08,338.0
FEMALE,88.1,12.1,1992-02-22,1995-08-08,42.0
FEMALE,74.0,8.7,1994-01-30,1995-08-08,19.0
FEMALE,143.7,45.8,1973-04-27,1995-08-09,268.0
FEMALE,68.4,7.9,1994-08-26,1995-08-09,12.0
FEMALE,152.6,47.6,1973-12-10,1995-08-08,260.0
FEMALE,154.7,81.2,1962-06-28,1995-08-08,398.0
FEMALE,152.4,37.6,1971-08-31,1995-08-08,288.0
FEMALE,143.8,36.3,1969-08-09,1995-08-08,312.0
MALE,104.0,16.7,1990-01-24,1995-08-08,67.0
FEMALE,144.0,39.9,1966-11-24,1995-08-08,345.0
MALE,104.3,18.5,1990-02-11,1995-08-08,66.0
MALE,79.8,10.0,1993-12-16,1995-08-08,20.0
FEMALE,163.3,63.0,1966-05-09,1995-08-09,351.0
FEMALE,99.5,14.6,1991-05-28,1995-08-09,51.0
MALE,149.4,54.0,1968-12-10,1995-08-08,320.0
MALE,146.6,48.5,1971-07-16,1995-08-09,289.0
FEMALE,93.9,12.9,1992-06-20,1995-08-09,38.0
MALE,79.8,9.6,1993-11-07,1995-08-09,21.0
FEMALE,155.6,53.5,1965-01-29,1995-08-08,367.0
FEMALE,146.5,69.9,1965-01-23,1995-08-08,367.0
FEMALE,102.2,15.8,1990-07-20,1995-08-08,61.0
MALE,54.9,4.5,1995-04-28,1995-08-08,4.0
MALE,158.1,40.8,1968-12-28,1995-08-09,320.0
FEMALE,145.7,59.4,1964-10-25,1995-08-09,370.0
MALE,105.0,17.7,1990-05-15,1995-08-09,63.0
MALE,152.5,58.5,1961-03-24,1995-08-09,413.0
MALE,104.4,18.9,1990-07-06,1995-08-09,61.0
MALE,89.0,11.6,1992-11-20,1995-08-09,33.0
MALE,146.4,49.9,1967-06-05,1995-08-09,338.0
MALE,95.8,16.9,1991-12-12,1995-08-09,44.0
MALE,153.0,40.8,1959-11-07,1995-08-09,429.0
FEMALE,141.1,47.2,1968-11-23,1995-08-09,321.0
MALE,88.3,12.3,1992-07-26,1995-08-09,37.0
MALE,157.6,50.8,1966-06-02,1995-08-09,350.0
MALE,107.5,16.7,1990-05-30,1995-08-09,63.0
MALE,85.0,10.9,1993-07-29,1995-08-09,25.0
MALE,151.6,38.6,1969-06-20,1995-08-09,314.0
MALE,99.2,13.9,1990-12-12,1995-08-09,56.0
MALE,85.5,11.2,1992-12-12,1995-08-09,32.0
MALE,154.3,40.8,1969-12-30,1995-08-09,308.0
FEMALE,157.5,54.4,1974-08-22,1995-08-14,252.0
MALE,87.0,12.0,1992-11-02,1995-08-14,33.0
MALE,147.9,41.7,1960-08-30,1995-08-09,420.0
MALE,93.0,13.8,1991-06-10,1995-08-09,50.0
MALE,148.0,45.8,1967-12-13,1995-08-09,332.0
FEMALE,153.6,47.2,1968-12-16,1995-08-09,320.0
FEMALE,78.2,9.7,1993-08-01,1995-08-09,24.0
FEMALE,152.7,44.5,1975-06-30,1995-08-09,242.0
FEMALE,159.0,68.0,1961-03-22,1995-08-09,413.0
FEMALE,96.4,13.2,1991-09-03,1995-08-09,47.0
FEMALE,83.7,10.9,1993-05-19,1995-08-09,27.0
FEMALE,149.2,43.5,1973-02-09,1995-08-09,270.0
FEMALE,76.7,8.9,1993-12-21,1995-08-09,20.0
FEMALE,65.5,7.4,1995-01-08,1995-08-09,7.0
FEMALE,153.7,49.4,1969-02-16,1995-08-09,318.0
FEMALE,95.2,14.0,1990-07-06,1995-08-09,61.0
FEMALE,83.5,10.9,1991-11-26,1995-08-09,45.0
FEMALE,151.9,53.5,1976-10-12,1995-08-09,226.0
FEMALE,154.2,52.2,1970-06-03,1995-08-09,302.0
FEMALE,69.2,8.0,1994-09-28,1995-08-09,11.0
FEMALE,146.5,47.6,1966-01-19,1995-08-09,355.0
MALE,88.1,11.5,1991-08-23,1995-08-09,48.0
FEMALE,153.0,57.2,1967-01-01,1995-08-09,343.0
MALE,149.7,47.2,1977-01-01,1995-08-08,223.0
FEMALE,149.0,52.2,1963-01-11,1995-08-08,391.0
FEMALE,96.0,14.5,1990-04-06,1995-08-08,64.0
MALE,155.8,46.3,1964-12-19,1995-08-08,368.0
FEMALE,94.5,13.2,1992-06-23,1995-08-08,38.0
MALE,149.5,46.7,1961-08-17,1995-08-09,408.0
MALE,96.4,14.3,1991-06-26,1995-08-14,50.0
MALE,72.3,8.8,1994-06-16,1995-08-09,14.0
FEMALE,149.9,39.9,1964-12-15,1995-08-08,368.0
FEMALE,88.7,13.0,1991-06-01,1995-08-08,50.0
FEMALE,77.0,9.0,1993-12-15,1995-08-08,20.0
MALE,152.4,50.8,1963-03-01,1995-08-08,389.0
MALE,109.6,18.4,1990-01-21,1995-08-08,67.0
FEMALE,81.2,11.2,1993-07-28,1995-08-08,25.0
FEMALE,161.5,58.1,1961-05-25,1995-08-09,411.0
FEMALE,155.5,47.2,1968-04-17,1995-08-14,328.0
FEMALE,99.0,15.1,1991-04-04,1995-08-14,52.0
FEMALE,81.6,11.1,1993-08-07,1995-08-14,24.0
MALE,144.3,45.4,1964-11-29,1995-08-09,369.0
MALE,148.6,40.8,1959-12-23,1995-08-09,428.0
MALE,102.5,16.3,1990-01-21,1995-08-09,67.0
FEMALE,94.0,14.1,1992-02-11,1995-08-09,42.0
MALE,155.6,48.5,1975-04-26,1995-08-14,244.0
MALE,161.3,57.2,1971-03-07,1995-08-09,293.0
MALE,155.4,48.1,1976-01-30,1995-08-09,235.0
MALE,156.2,60.8,1969-12-28,1995-08-08,308.0
MALE,94.5,12.0,1993-09-25,1995-08-08,23.0
FEMALE,139.3,41.7,1976-01-07,1995-09-29,236.0
MALE,90.4,11.7,1992-01-11,1995-09-29,44.0
FEMALE,150.0,46.7,1968-07-20,1995-08-08,325.0
FEMALE,106.8,17.1,1990-07-15,1995-08-08,61.0
FEMALE,64.0,9.3,1995-04-03,1995-08-08,4.0
FEMALE,149.9,53.1,,1995-08-08,
FEMALE,146.5,52.2,1976-01-15,1995-08-08,235.0
MALE,152.0,47.6,1968-03-05,1995-09-11,330.0
MALE,89.0,12.9,1991-01-05,1995-09-11,56.0
FEMALE,71.7,9.4,1994-01-07,1995-09-11,20.0
FEMALE,146.4,49.9,1965-07-06,1995-09-11,362.0
FEMALE,93.6,14.0,1990-05-16,1995-09-11,64.0
MALE,73.8,10.4,1993-11-09,1995-09-11,22.0
FEMALE,150.5,62.6,1966-11-20,1995-09-29,346.0
MALE,99.8,14.1,1991-07-08,1995-09-29,50.0
FEMALE,150.5,46.7,1977-02-25,1995-09-12,223.0
MALE,150.1,50.3,1963-09-22,1995-09-12,384.0
FEMALE,99.2,16.2,1990-05-31,1995-09-12,64.0
MALE,82.7,11.3,1992-09-17,1995-09-12,36.0
FEMALE,148.5,53.5,1967-02-22,1995-09-11,343.0
MALE,151.2,39.5,1977-06-30,1995-09-11,219.0
MALE,149.6,61.7,1961-07-31,1995-09-11,410.0
MALE,100.9,15.0,1990-12-24,1995-09-11,57.0
MALE,74.7,8.8,1994-05-05,1995-09-11,16.0
MALE,150.6,68.5,1967-02-08,1995-09-12,343.0
MALE,64.3,7.4,1994-12-09,1995-09-12,9.0
MALE,153.1,59.0,1975-11-06,1995-09-11,238.0
FEMALE,148.0,53.5,1971-10-09,1995-09-11,287.0
FEMALE,99.9,14.3,1990-05-19,1995-09-29,64.0
FEMALE,93.0,14.4,1992-08-05,1995-09-11,37.0
FEMALE,58.6,5.7,1995-06-05,1995-09-11,3.0
FEMALE,160.1,59.0,1973-07-04,1995-09-11,266.0
MALE,84.9,12.5,1993-02-06,1995-09-11,31.0
MALE,65.9,8.0,1995-01-04,1995-09-11,8.0
MALE,158.4,59.0,1970-07-16,1995-09-12,302.0
MALE,153.3,57.2,1975-09-23,1995-09-07,240.0
MALE,76.0,8.2,1994-02-01,1995-09-07,19.0
FEMALE,148.1,64.9,1964-05-13,1995-09-08,376.0
FEMALE,99.0,15.4,1990-08-28,1995-09-08,61.0
FEMALE,90.0,13.6,1992-07-27,1995-09-08,38.0
FEMALE,159.0,62.6,1965-01-07,1995-09-08,368.0
MALE,104.2,15.8,1991-02-04,1995-09-08,55.0
MALE,142.2,49.9,1967-07-15,1995-09-08,338.0
MALE,86.6,11.7,1992-11-21,1995-09-11,34.0
FEMALE,147.3,68.0,1973-01-15,1995-09-08,272.0
MALE,151.2,49.9,1965-03-09,1995-09-08,366.0
FEMALE,103.8,16.7,1990-02-03,1995-09-08,67.0
MALE,65.0,7.8,1994-10-25,1995-09-08,11.0
MALE,147.0,51.3,1975-12-15,1995-09-11,237.0
FEMALE,63.7,6.8,1994-11-25,1995-09-11,10.0
MALE,150.4,50.3,1971-06-14,1995-09-11,291.0
MALE,150.2,50.8,1972-09-11,1995-09-11,276.0
FEMALE,89.8,14.1,1992-12-21,1995-09-11,33.0
MALE,62.5,6.9,1995-05-06,1995-09-11,4.0
FEMALE,142.5,45.8,1975-09-19,1995-09-08,240.0
MALE,148.0,48.1,1972-07-29,1995-09-08,278.0
MALE,142.2,54.0,1960-11-25,1995-09-08,418.0
MALE,93.5,12.1,1992-01-04,1995-09-08,44.0
MALE,152.2,59.4,1965-07-29,1995-09-11,362.0
MALE,94.4,13.9,1991-01-26,1995-09-11,56.0
MALE,140.8,49.0,1968-05-23,1995-09-12,328.0
MALE,76.9,10.3,1993-09-29,1995-09-12,24.0
MALE,156.5,59.9,1973-01-06,1995-09-08,272.0
FEMALE,106.3,17.0,1990-01-17,1995-09-08,68.0
FEMALE,96.1,13.4,1991-09-08,1995-09-08,48.0
MALE,155.3,59.0,1974-09-17,1995-09-08,252.0
MALE,100.4,14.0,1991-01-02,1995-09-08,56.0
FEMALE,82.0,10.6,1992-08-07,1995-09-08,37.0
MALE,158.6,69.9,1977-06-25,1995-09-29,219.0
MALE,148.1,46.7,1969-05-17,1995-09-11,316.0
FEMALE,141.9,41.7,1962-02-24,1995-09-11,403.0
MALE,151.8,40.4,1977-03-30,1995-08-11,221.0
MALE,149.3,47.6,1976-07-09,1995-09-11,230.0
FEMALE,71.2,8.2,1994-07-06,1995-09-11,14.0
MALE,151.7,60.8,1965-07-16,1995-08-11,361.0
MALE,161.8,88.9,,1995-09-12,
FEMALE,109.1,22.8,1991-04-05,1995-09-12,53.0
MALE,159.8,49.9,1968-07-17,1995-09-12,326.0
FEMALE,92.0,12.3,1993-04-30,1995-09-12,29.0
MALE,70.8,8.1,1994-08-19,1995-09-12,13.0
MALE,157.7,59.9,1969-02-12,1995-09-11,319.0
FEMALE,89.3,11.9,1993-04-28,1995-09-11,29.0
FEMALE,68.5,8.1,1994-11-20,1995-09-11,10.0
MALE,147.1,55.8,1976-09-28,1995-09-11,228.0
FEMALE,87.0,12.2,1992-06-26,1995-09-11,39.0
FEMALE,74.8,9.6,1993-12-03,1995-09-11,21.0
MALE,58.1,5.6,1995-04-30,1995-09-11,5.0
MALE,158.4,78.0,1965-10-25,1995-09-11,359.0
MALE,104.5,21.3,1992-01-26,1995-09-11,44.0
FEMALE,83.8,10.3,1993-12-26,1995-09-11,21.0
FEMALE,152.3,54.0,1977-07-21,1995-09-12,218.0
FEMALE,151.0,73.0,1972-08-21,1995-09-12,277.0
FEMALE,141.1,53.5,1962-09-28,1995-09-11,396.0
MALE,61.3,6.0,1995-04-25,1995-09-11,5.0
FEMALE,149.0,51.7,1968-12-03,1995-09-12,321.0
MALE,94.1,13.9,1992-12-03,1995-09-12,33.0
FEMALE,74.1,10.9,1994-11-08,1995-09-12,10.0
MALE,157.7,49.9,1967-08-13,1995-09-12,337.0
MALE,142.4,46.7,1977-01-05,1995-09-08,224.0
MALE,151.2,46.7,1961-08-24,1995-09-08,409.0
FEMALE,148.7,37.6,1968-04-05,1995-09-12,329.0
MALE,93.4,14.8,1991-12-20,1995-09-12,45.0
MALE,153.5,53.5,1976-01-23,1995-09-12,236.0
FEMALE,145.5,44.0,1961-06-30,1995-08-29,410.0
MALE,87.6,13.5,1991-07-20,1995-08-29,49.0
FEMALE,74.9,9.7,1993-05-15,1995-08-29,27.0
FEMALE,146.6,45.4,1973-02-28,1995-08-29,270.0
MALE,95.5,14.9,1991-04-26,1995-08-29,52.0
MALE,81.2,10.1,1993-03-22,1995-08-29,29.0
FEMALE,46.8,3.1,1995-08-18,1995-08-29,0.0
MALE,146.6,49.0,1977-01-22,1995-08-29,223.0
FEMALE,64.0,6.7,1994-09-01,1995-08-29,11.0
FEMALE,149.7,49.0,1962-11-23,1995-08-29,393.0
FEMALE,142.6,43.5,1969-03-06,1995-08-29,317.0
MALE,152.1,47.6,1975-05-21,1995-09-25,244.0
FEMALE,141.7,37.6,1962-06-01,1995-08-29,398.0
MALE,87.9,12.6,1991-08-20,1995-08-29,48.0
MALE,62.7,6.7,1994-12-18,1995-08-29,8.0
MALE,151.4,47.2,1973-06-15,1995-08-29,266.0
MALE,60.9,6.0,1995-04-23,1995-08-29,4.0
FEMALE,146.9,46.7,1976-02-26,1995-08-25,234.0
MALE,96.1,15.1,1991-10-03,1995-08-25,46.0
FEMALE,74.7,9.3,1993-05-08,1995-08-25,27.0
FEMALE,145.0,61.7,1967-04-11,1995-08-25,340.0
MALE,99.7,17.1,1990-12-07,1995-08-25,56.0
FEMALE,77.3,9.9,1993-03-19,1995-08-25,29.0
FEMALE,150.6,46.3,1966-10-14,1995-08-29,346.0
MALE,92.2,13.2,1991-07-07,1995-08-25,49.0
FEMALE,141.6,39.5,1968-02-06,1995-08-29,330.0
FEMALE,102.7,15.9,1990-07-09,1995-08-29,61.0
FEMALE,88.3,12.6,1992-09-30,1995-08-29,35.0
FEMALE,66.0,8.1,1995-02-25,1995-08-29,6.0
MALE,150.7,47.2,1976-05-19,1995-08-29,231.0
FEMALE,60.1,7.1,1995-03-11,1995-08-29,5.0
FEMALE,144.5,43.1,1967-07-12,1995-08-29,337.0
FEMALE,142.3,47.6,1969-03-13,1995-08-29,317.0
FEMALE,150.3,51.7,1975-10-20,1995-08-28,238.0
MALE,97.3,16.1,1990-07-07,1995-08-28,61.0
FEMALE,149.4,55.8,,1995-08-28,
MALE,94.5,15.9,1990-12-09,1995-08-28,56.0
FEMALE,86.9,12.1,1992-05-28,1995-08-28,39.0
MALE,74.4,9.0,1993-12-04,1995-08-28,20.0
MALE,145.0,54.0,1967-09-25,1995-08-28,335.0
MALE,90.3,13.5,1991-09-08,1995-08-28,47.0
MALE,74.5,9.6,1993-05-29,1995-08-28,27.0
MALE,145.5,46.3,1977-07-05,1995-08-28,217.0
FEMALE,150.5,52.6,1960-05-08,1995-08-29,423.0
FEMALE,97.1,14.2,1990-11-02,1995-08-29,57.0
FEMALE,76.4,8.7,1992-10-08,1995-08-29,34.0
MALE,71.5,8.4,1994-07-11,1995-08-29,13.0
FEMALE,146.0,41.7,1961-06-07,1995-08-29,410.0
MALE,98.7,14.7,1990-03-07,1995-08-29,65.0
MALE,85.1,12.5,1992-09-26,1995-08-29,35.0
FEMALE,70.5,9.2,1994-09-17,1995-08-29,11.0
FEMALE,136.7,34.5,1961-06-13,1995-08-29,410.0
MALE,64.5,6.1,1994-11-03,1995-08-29,9.0
MALE,153.0,50.8,1969-09-29,1995-08-25,311.0
FEMALE,73.3,9.1,1994-07-07,1995-08-25,13.0
FEMALE,151.0,47.2,1965-08-28,1995-08-29,360.0
FEMALE,105.0,16.3,1990-11-25,1995-08-29,57.0
FEMALE,148.1,45.4,1974-05-16,1995-08-29,255.0
MALE,75.8,10.2,1992-11-17,1995-08-29,33.0
FEMALE,71.7,9.0,1994-06-17,1995-08-29,14.0
FEMALE,147.8,47.2,1968-01-30,1995-08-24,331.0
FEMALE,93.5,14.0,1991-08-03,1995-08-24,48.0
MALE,78.0,9.6,1993-02-13,1995-08-24,30.0
MALE,160.9,49.4,1973-01-20,1995-08-29,271.0
MALE,143.1,49.9,1964-11-15,1995-08-24,369.0
MALE,146.0,48.5,1965-01-20,1995-08-24,367.0
