Jenis_Kelamin,Tinggi_Badan,Berat_Badan,Lahir,Ukur,Umur_Bulan
MALE,147.7,47.7,1970-01-17,1995-05-24,304.0
MALE,81.6,10.8,1991-10-25,1995-05-24,43.0
FEMALE,66.1,8.0,1993-03-27,1995-05-24,26.0
MALE,63.3,7.3,1994-07-22,1995-05-24,10.0
FEMALE,154.0,51.3,,1995-05-25,
MALE,65.0,8.2,1994-09-29,1995-05-25,8.0
MALE,144.1,42.6,,1995-05-26,
MALE,94.5,14.5,1990-11-30,1995-05-26,54.0
MALE,82.2,11.5,1991-08-17,1995-05-26,45.0
MALE,72.5,8.3,1993-06-19,1995-05-26,23.0
MALE,999.0,453.1,,,
MALE,999.0,453.1,1990-10-24,,
FEMALE,80.7,11.1,1992-10-01,1995-05-24,31.0
FEMALE,62.8,6.4,1994-09-19,1995-05-24,8.0
FEMALE,148.7,45.8,1967-06-12,1995-05-26,335.0
FEMALE,105.5,15.5,1990-05-08,1995-05-26,60.0
FEMALE,142.1,49.4,,1995-05-25,
MALE,158.9,49.4,,1995-05-26,
MALE,82.1,11.5,1991-10-31,1995-05-26,43.0
FEMALE,78.5,9.7,1992-12-31,1995-05-26,29.0
MALE,149.0,49.9,,1995-05-25,
FEMALE,146.5,49.4,,1995-05-24,
FEMALE,83.5,12.5,1992-08-06,1995-05-24,33.0
MALE,144.9,51.7,,1995-05-25,
MALE,72.8,11.2,1993-01-16,1995-05-25,28.0
MALE,49.2,3.4,1995-05-06,1995-05-25,0.0
FEMALE,146.3,54.9,,1995-05-24,
MALE,80.1,11.1,1992-03-05,1995-05-24,38.0
FEMALE,62.5,7.9,1994-10-10,1995-05-24,7.0
FEMALE,144.8,49.9,,1995-05-24,
FEMALE,72.3,7.8,1993-09-25,1995-05-24,20.0
MALE,143.4,43.5,,1995-05-24,
MALE,152.5,55.3,,1995-05-26,
FEMALE,999.0,453.1,1990-09-28,,
MALE,86.5,12.6,1992-01-10,1995-05-26,40.0
MALE,54.5,5.8,1995-03-28,1995-05-26,2.0
MALE,139.6,50.3,,1995-05-26,
FEMALE,144.1,45.4,1965-04-28,1995-08-07,364.0
FEMALE,92.0,12.4,1990-05-16,1995-08-07,63.0
MALE,80.2,11.1,1993-03-01,1995-08-07,29.0
FEMALE,147.0,52.2,1975-01-31,1995-08-09,247.0
MALE,152.0,55.8,1969-06-02,1995-08-09,314.0
MALE,81.1,10.4,1993-06-28,1995-08-09,26.0
MALE,142.5,43.5,1973-06-03,1995-08-08,266.0
MALE,143.0,40.4,1975-01-11,1995-08-08,247.0
FEMALE,90.1,12.9,1991-11-20,1995-08-08,45.0
FEMALE,72.2,8.8,1994-02-10,1995-08-08,18.0
FEMALE,142.0,39.5,1976-03-22,1995-08-08,233.0
MALE,145.4,57.2,1962-05-30,1995-08-07,399.0
MALE,98.9,15.7,1990-01-22,1995-08-07,67.0
MALE,80.2,10.1,1993-10-16,1995-08-07,22.0
FEMALE,146.0,50.3,1972-11-01,1995-08-09,273.0
MALE,95.4,13.6,1990-08-08,1995-08-09,60.0
FEMALE,79.8,10.1,1993-01-19,1995-08-09,31.0
FEMALE,60.8,7.0,1994-11-18,1995-08-09,9.0
FEMALE,134.0,48.1,1973-01-30,1995-08-10,271.0
FEMALE,94.1,14.5,1991-02-24,1995-08-10,54.0
FEMALE,77.2,10.3,1993-09-11,1995-08-10,23.0
FEMALE,141.0,52.6,1975-07-08,1995-08-07,241.0
MALE,152.0,55.8,,1995-08-09,
MALE,99.0,17.7,1991-03-23,1995-08-09,53.0
FEMALE,83.1,11.3,1993-03-03,1995-08-09,29.0
FEMALE,65.8,8.9,1994-12-10,1995-08-09,8.0
MALE,141.3,43.1,1969-10-05,1995-08-10,310.0
FEMALE,76.9,10.0,1993-05-17,1995-08-10,27.0
FEMALE,61.5,8.1,1995-02-08,1995-08-10,6.0
MALE,151.2,47.6,1977-05-15,1995-08-08,219.0
FEMALE,75.8,10.2,1994-02-13,1995-08-08,18.0
FEMALE,146.0,52.6,1977-05-04,1995-08-08,219.0
FEMALE,145.0,54.4,1970-02-08,1995-08-09,306.0
MALE,100.8,17.3,1990-06-30,1995-08-09,62.0
MALE,90.7,14.4,1992-05-07,1995-09-08,40.0
MALE,67.3,8.2,1994-04-06,1995-08-10,16.0
FEMALE,139.5,38.6,,1995-08-09,
FEMALE,147.0,49.4,1962-07-21,1995-08-08,397.0
MALE,95.6,13.8,1991-01-16,1995-08-08,55.0
FEMALE,153.0,52.2,1967-07-04,1995-08-08,337.0
FEMALE,142.8,44.9,1968-12-25,1995-08-07,320.0
FEMALE,91.1,13.1,1991-02-25,1995-08-07,54.0
FEMALE,68.1,7.5,1994-05-13,1995-08-07,15.0
FEMALE,150.0,45.8,1970-07-07,1995-08-08,301.0
MALE,89.1,13.6,1992-04-30,1995-08-08,40.0
FEMALE,70.5,9.1,1994-09-11,1995-08-08,11.0
MALE,138.0,46.3,1960-09-05,1995-08-08,419.0
FEMALE,98.5,14.6,1990-06-19,1995-08-08,62.0
MALE,83.4,11.9,1992-04-19,1995-08-08,40.0
FEMALE,69.8,9.3,1994-07-23,1995-08-08,13.0
MALE,138.0,46.3,1975-02-24,1995-08-08,246.0
FEMALE,143.0,46.3,1969-06-15,1995-08-09,314.0
MALE,97.0,15.0,1991-01-29,1995-08-09,55.0
FEMALE,83.4,11.5,1992-11-29,1995-08-09,33.0
MALE,69.3,8.2,1994-08-07,1995-08-09,12.0
FEMALE,148.0,40.8,1970-05-13,1995-08-08,303.0
MALE,77.5,10.4,,1995-08-08,
MALE,999.0,453.1,1994-01-09,,
FEMALE,146.8,41.7,1972-10-28,1995-08-08,274.0
FEMALE,68.8,9.1,1994-06-28,1995-08-08,14.0
MALE,141.0,45.4,1960-03-20,1995-08-08,425.0
FEMALE,89.9,13.3,1992-04-26,1995-08-08,40.0
MALE,140.5,44.0,,1995-08-11,
MALE,999.0,453.1,1992-10-29,,
MALE,142.0,42.2,1969-02-04,1995-08-09,318.0
FEMALE,146.0,45.4,1966-06-28,1995-08-09,350.0
MALE,88.2,13.5,1991-09-21,1995-08-09,47.0
MALE,64.1,8.5,1994-12-25,1995-08-09,8.0
FEMALE,142.0,39.5,1966-05-03,1995-08-07,351.0
FEMALE,96.0,14.1,,1995-08-07,
FEMALE,77.2,10.0,1992-01-30,1995-08-07,43.0
FEMALE,62.4,7.1,1994-11-14,1995-08-07,9.0
MALE,142.0,49.4,1973-06-27,1995-08-10,266.0
MALE,79.2,10.3,1992-04-17,1995-08-10,40.0
MALE,53.0,5.2,1995-05-14,1995-08-10,3.0
MALE,140.0,43.1,1974-07-06,1995-08-10,253.0
FEMALE,82.3,12.0,1992-11-03,1995-08-10,33.0
MALE,66.0,7.9,1994-04-25,1995-08-10,16.0
MALE,146.5,56.7,1969-07-05,1995-08-09,313.0
FEMALE,76.4,10.1,1993-04-18,1995-08-09,28.0
MALE,151.0,55.3,1970-04-04,1995-08-11,304.0
MALE,98.3,14.6,1990-02-09,1995-08-11,66.0
MALE,142.3,47.6,1963-02-23,1995-08-10,390.0
MALE,97.5,15.4,1990-03-12,1995-08-10,65.0
MALE,81.3,12.0,1991-08-29,1995-08-10,48.0
MALE,76.2,9.5,1993-03-24,1995-08-10,29.0
FEMALE,54.9,6.0,1995-05-04,1995-08-10,3.0
FEMALE,149.0,45.8,1968-09-11,1995-08-10,323.0
MALE,101.0,15.2,1990-06-29,1995-08-10,62.0
MALE,80.3,9.9,1993-01-01,1995-08-10,31.0
FEMALE,60.9,6.9,1995-02-04,1995-08-10,6.0
MALE,146.4,46.3,1968-01-09,1995-08-11,331.0
MALE,95.2,14.3,1990-09-24,1995-08-11,59.0
MALE,79.3,10.3,,1995-08-11,
FEMALE,150.0,54.4,1961-05-28,1995-08-10,411.0
MALE,89.0,12.2,1991-10-22,1995-08-10,46.0
FEMALE,79.5,10.5,1993-08-31,1995-08-10,24.0
MALE,139.0,42.2,1965-06-24,1995-08-10,362.0
FEMALE,79.8,9.9,1991-08-02,1995-08-10,48.0
FEMALE,62.2,6.4,1994-12-12,1995-08-10,8.0
MALE,139.4,41.3,1973-09-12,1995-08-10,263.0
FEMALE,77.1,11.6,1991-01-05,1995-08-10,55.0
MALE,64.4,6.5,1994-09-19,1995-08-10,11.0
FEMALE,148.0,67.1,1961-07-06,1995-08-10,409.0
MALE,70.5,9.5,1994-02-24,1995-08-10,18.0
MALE,140.0,45.4,1998-01-06,1995-08-09,-29.0
FEMALE,150.5,46.3,1968-10-03,1995-08-10,322.0
MALE,90.4,12.2,1991-10-07,1995-08-10,46.0
MALE,79.8,10.4,1993-04-11,1995-08-10,28.0
FEMALE,61.5,7.0,1995-03-17,1995-08-10,5.0
MALE,142.0,37.2,1971-01-27,1995-08-10,295.0
MALE,79.5,9.5,1992-10-11,1995-08-10,34.0
FEMALE,61.7,6.5,1995-01-27,1995-08-10,7.0
FEMALE,139.5,40.8,1968-06-23,1995-08-22,326.0
MALE,75.7,10.0,1993-05-05,1995-08-22,27.0
MALE,140.2,49.9,1972-03-21,1995-08-23,281.0
FEMALE,90.5,11.9,1991-06-23,1995-08-23,50.0
FEMALE,83.2,10.9,1992-07-31,1995-08-23,37.0
MALE,146.0,49.0,1976-05-14,1995-08-22,231.0
FEMALE,147.0,47.6,,1995-08-23,
MALE,83.5,11.1,1991-12-04,1995-08-23,44.0
MALE,63.8,7.3,1995-01-15,1995-08-23,7.0
MALE,145.0,59.0,1969-01-07,1995-08-22,319.0
MALE,100.0,14.8,1990-01-05,1995-08-22,67.0
MALE,66.7,8.9,1994-09-15,1995-08-22,11.0
FEMALE,146.5,39.5,1975-07-19,1995-08-23,241.0
FEMALE,152.0,50.8,1970-01-11,1995-08-23,307.0
FEMALE,150.0,50.3,1964-06-10,1995-08-23,374.0
FEMALE,87.0,10.9,1993-07-23,1995-08-24,25.0
MALE,140.5,43.1,,1995-08-23,
MALE,70.5,7.1,1994-05-07,1995-08-23,15.0
MALE,146.0,40.4,1972-01-14,1995-08-23,283.0
MALE,85.3,12.3,1992-05-15,1995-08-23,39.0
FEMALE,65.9,8.1,1994-10-17,1995-08-23,10.0
MALE,142.0,40.8,1975-05-05,1995-08-23,243.0
MALE,145.2,49.4,1964-05-26,1995-08-23,375.0
FEMALE,142.0,48.5,1971-12-14,1995-08-22,284.0
FEMALE,145.2,51.7,1964-12-07,1995-08-22,368.0
FEMALE,92.1,13.2,1992-04-14,1995-08-22,40.0
FEMALE,74.2,9.2,1993-08-20,1995-08-22,24.0
MALE,47.5,4.1,1995-07-29,1995-08-22,1.0
MALE,142.6,52.2,1960-08-15,1995-08-22,420.0
FEMALE,95.9,15.5,1990-12-10,1995-08-22,56.0
MALE,145.0,51.3,1970-03-29,1995-08-22,305.0
MALE,145.4,47.2,1975-04-04,1995-08-22,244.0
MALE,95.5,14.6,1991-06-07,1995-08-22,50.0
FEMALE,77.2,9.9,1993-10-27,1995-08-22,22.0
MALE,151.0,54.0,1966-03-01,1995-09-07,354.0
FEMALE,85.5,13.0,1992-06-25,1995-09-07,39.0
MALE,71.3,8.9,1994-03-21,1995-09-07,18.0
MALE,142.0,44.5,1962-05-02,1995-08-23,399.0
MALE,96.2,15.3,,1995-08-23,
FEMALE,77.5,9.4,1992-11-30,1995-08-23,33.0
MALE,61.5,6.6,1994-12-15,1995-08-23,8.0
FEMALE,136.2,39.0,,1995-08-23,
FEMALE,79.3,9.7,1992-12-10,1995-08-23,32.0
FEMALE,141.0,46.3,1965-10-20,1995-08-23,358.0
MALE,87.2,12.5,1991-01-07,1995-08-23,55.0
MALE,83.1,11.1,1992-09-18,1995-08-23,35.0
MALE,150.5,55.3,1970-02-09,1995-08-07,306.0
MALE,104.0,15.7,1990-07-24,1995-09-07,62.0
FEMALE,86.5,12.3,1992-05-09,1995-08-07,39.0
FEMALE,142.5,44.9,1960-06-03,1995-08-22,422.0
FEMALE,77.5,9.1,1994-03-25,1995-08-22,17.0
MALE,139.5,46.3,1975-11-18,1995-08-22,237.0
FEMALE,143.3,51.7,1970-03-07,1995-08-23,305.0
MALE,141.0,39.0,,1995-08-22,
FEMALE,139.3,44.9,1960-09-14,1995-08-23,419.0
MALE,97.1,14.8,1990-02-10,1995-08-23,66.0
MALE,83.3,11.6,1992-05-17,1995-08-23,39.0
FEMALE,66.3,7.3,1994-06-28,1995-08-23,14.0
FEMALE,147.4,50.3,1972-07-27,1995-08-21,277.0
FEMALE,90.5,12.5,1992-02-27,1995-08-21,42.0
FEMALE,82.6,11.1,1993-06-13,1995-08-21,26.0
MALE,56.6,6.3,1995-05-06,1995-08-21,3.0
FEMALE,147.5,52.2,1969-05-14,1995-08-21,315.0
FEMALE,85.1,11.5,1990-02-10,1995-08-21,66.0
FEMALE,55.6,5.3,1995-06-09,1995-08-21,2.0
MALE,160.0,52.6,1965-02-25,1995-08-21,366.0
MALE,80.3,10.8,1993-09-20,1995-08-21,23.0
FEMALE,153.5,54.4,1977-06-28,1995-08-21,218.0
MALE,145.0,50.8,1976-06-25,1995-08-21,230.0
FEMALE,87.5,12.5,1992-06-12,1995-08-21,38.0
MALE,147.0,39.5,1971-04-13,1995-08-21,292.0
MALE,70.5,8.2,1994-07-01,1995-08-21,13.0
MALE,147.0,47.6,,1995-08-21,
MALE,143.0,36.7,,1995-08-24,
FEMALE,62.5,5.9,1995-01-30,1995-08-24,7.0
FEMALE,151.0,51.7,,1995-08-18,
FEMALE,96.5,16.3,1991-06-11,1995-08-18,50.0
MALE,77.0,10.6,1993-11-11,1995-08-18,21.0
FEMALE,141.5,46.3,1972-10-24,1995-08-21,274.0
FEMALE,57.6,6.5,1995-05-22,1995-08-21,3.0
FEMALE,150.0,52.6,1968-01-15,1995-08-24,331.0
MALE,94.2,14.9,1990-04-23,1995-08-24,64.0
MALE,78.6,10.4,1993-07-09,1995-08-24,25.0
MALE,152.0,52.6,1977-04-27,1995-08-18,220.0
FEMALE,150.0,54.0,1971-07-26,1995-08-23,289.0
FEMALE,97.2,15.3,1991-04-20,1995-08-23,52.0
FEMALE,151.0,54.4,1962-08-12,1995-08-23,396.0
MALE,98.5,15.1,1990-04-27,1995-08-23,64.0
MALE,149.0,47.2,1968-03-02,1995-08-21,329.0
FEMALE,152.2,49.4,1974-04-01,1995-08-21,256.0
MALE,93.4,14.9,1991-07-07,1995-08-21,49.0
MALE,77.6,12.3,1993-05-03,1995-08-21,27.0
MALE,150.4,50.3,1976-02-24,1995-08-21,234.0
MALE,150.3,43.5,1974-07-31,1995-09-07,254.0
FEMALE,146.0,46.3,1964-09-22,1995-08-23,371.0
MALE,96.5,14.8,1990-02-25,1995-08-23,66.0
MALE,78.5,10.1,1993-06-09,1995-08-23,26.0
MALE,146.0,43.5,1970-09-08,1995-08-23,299.0
MALE,999.0,453.1,1991-12-26,,
FEMALE,72.5,10.2,1994-07-02,1995-08-23,13.0
FEMALE,145.0,43.1,1973-08-29,1995-08-24,264.0
MALE,64.2,7.2,1995-02-18,1995-08-24,6.0
MALE,142.5,34.5,1971-08-14,1995-08-24,288.0
MALE,90.4,11.6,1990-05-31,1995-08-24,63.0
MALE,66.2,7.4,1993-01-11,1995-08-24,31.0
MALE,143.3,55.8,1966-12-24,1995-08-29,344.0
MALE,999.0,453.1,1992-12-10,,
FEMALE,141.0,42.2,1966-01-13,1995-08-29,355.0
MALE,99.5,16.3,1990-12-11,1995-08-29,56.0
FEMALE,84.1,12.5,1992-06-11,1995-08-29,38.0
FEMALE,63.0,8.0,1994-11-11,1995-08-29,9.0
MALE,151.0,49.9,1967-02-20,1995-08-29,342.0
FEMALE,103.0,16.5,1990-05-23,1995-08-29,63.0
FEMALE,88.2,13.6,1991-10-15,1995-08-29,46.0
FEMALE,67.5,7.4,1994-03-30,1995-08-29,17.0
FEMALE,140.0,39.5,1968-06-28,1995-08-29,326.0
FEMALE,93.1,13.0,1991-03-20,1995-08-29,53.0
FEMALE,65.0,8.1,1994-03-05,1995-08-29,17.0
MALE,149.7,47.6,1973-03-21,1995-08-24,269.0
FEMALE,80.9,11.2,1993-02-03,1995-08-24,30.0
FEMALE,68.9,8.0,1994-09-25,1995-08-24,11.0
FEMALE,143.6,41.7,1973-12-27,1995-08-29,260.0
MALE,66.9,8.0,1994-11-29,1995-08-29,9.0
FEMALE,147.0,38.6,1974-01-10,1995-08-28,259.0
MALE,70.5,7.5,1993-12-21,1995-08-28,20.0
FEMALE,55.5,5.6,1995-05-25,1995-08-28,3.0
MALE,147.0,45.4,1976-08-01,1995-08-29,228.0
MALE,139.5,41.3,1962-11-01,1995-08-30,393.0
FEMALE,87.3,10.2,1990-10-03,1995-08-30,58.0
FEMALE,132.7,34.9,1970-09-30,1995-08-28,299.0
MALE,57.6,5.9,1995-04-19,1995-08-28,4.0
FEMALE,143.0,42.2,1971-04-05,1995-08-29,292.0
MALE,93.0,13.0,1991-02-10,1995-08-29,54.0
MALE,149.1,44.0,1969-01-08,1995-08-29,319.0
MALE,88.0,11.9,1993-03-26,1995-08-29,29.0
MALE,57.1,5.6,1995-02-10,1995-08-29,6.0
MALE,146.0,54.9,1971-07-16,1995-08-29,289.0
FEMALE,96.8,14.4,1990-07-17,1995-08-29,61.0
MALE,82.2,10.3,1992-10-03,1995-08-29,34.0
MALE,147.0,52.2,1962-07-29,1995-08-29,397.0
FEMALE,67.4,7.5,1994-03-02,1995-08-29,17.0
MALE,143.5,56.7,1971-07-12,1995-08-30,289.0
FEMALE,146.5,47.6,,1995-08-30,
FEMALE,90.0,12.3,1992-01-26,1995-08-30,43.0
FEMALE,77.5,9.0,1993-06-24,1995-08-30,26.0
MALE,146.0,67.1,1965-12-21,1995-08-30,356.0
MALE,85.2,12.5,1992-08-02,1995-08-30,36.0
MALE,146.0,44.5,1975-01-15,1995-08-30,247.0
FEMALE,63.5,7.8,1994-12-23,1995-08-30,8.0
MALE,151.0,57.2,1972-09-20,1995-08-31,275.0
FEMALE,75.5,9.5,1994-05-01,1995-08-31,15.0
MALE,145.2,44.0,1971-07-24,1995-08-29,289.0
FEMALE,73.5,8.9,1994-08-09,1995-08-29,12.0
MALE,145.2,52.6,1965-05-29,1995-08-29,363.0
MALE,72.4,8.3,1994-03-02,1995-08-29,17.0
MALE,131.0,40.4,1968-02-27,1995-08-30,330.0
FEMALE,140.5,47.6,1973-02-28,1995-08-30,270.0
FEMALE,93.2,15.0,1991-11-07,1995-08-30,45.0
MALE,146.0,69.4,,1995-08-29,
MALE,96.1,10.4,1990-03-24,1995-08-29,65.0
FEMALE,86.1,10.2,1991-06-13,1995-08-29,50.0
FEMALE,77.4,10.1,1992-09-30,1995-08-29,35.0
FEMALE,144.5,45.4,1969-11-27,1995-08-31,309.0
MALE,96.3,14.6,1990-07-21,1995-08-30,61.0
FEMALE,88.0,13.0,1992-03-23,1995-08-30,41.0
MALE,80.6,12.0,1993-07-24,1995-08-31,25.0
FEMALE,70.1,9.0,1994-07-15,1995-08-30,13.0
MALE,145.5,54.4,1969-06-08,1995-08-30,314.0
FEMALE,94.1,13.4,1990-05-21,1995-08-30,63.0
FEMALE,148.6,48.1,1960-04-25,1995-08-29,424.0
FEMALE,96.0,14.4,1991-04-25,1995-08-30,52.0
FEMALE,68.0,8.2,1994-07-11,1995-08-29,13.0
FEMALE,155.0,52.6,1976-04-05,1995-08-29,232.0
MALE,151.0,65.3,1965-02-15,1995-08-30,366.0
FEMALE,98.0,15.5,1991-05-20,1995-08-30,51.0
FEMALE,65.2,8.0,1994-12-02,1995-08-30,8.0
FEMALE,147.5,45.4,1975-09-02,1995-08-31,239.0
MALE,151.2,51.7,1970-11-01,1995-08-29,297.0
FEMALE,83.5,11.5,1993-04-05,1995-08-29,28.0
MALE,59.2,7.0,1995-04-10,1995-08-29,4.0
FEMALE,141.4,44.0,1960-09-26,1995-08-29,419.0
FEMALE,95.6,14.8,1992-03-03,1995-08-29,41.0
MALE,152.0,66.2,1967-10-03,1995-08-30,334.0
FEMALE,95.5,14.2,1990-11-11,1995-08-30,57.0
MALE,90.0,12.1,1992-07-28,1995-08-30,37.0
MALE,142.1,41.7,1963-12-28,1995-08-28,380.0
FEMALE,90.1,12.9,1991-08-31,1995-08-28,48.0
MALE,136.0,47.2,1968-07-08,1995-08-28,325.0
FEMALE,142.3,40.8,1964-11-21,1995-08-31,369.0
FEMALE,147.2,45.8,1974-01-18,1995-08-30,259.0
MALE,76.8,9.8,1993-09-28,1995-08-30,23.0
MALE,62.8,7.2,1995-01-17,1995-08-30,7.0
MALE,145.6,59.0,1963-03-13,1995-08-29,389.0
MALE,97.7,14.0,1990-06-24,1995-08-29,62.0
FEMALE,146.0,45.4,1961-04-18,1995-08-30,412.0
FEMALE,90.1,14.5,1992-02-09,1995-08-31,42.0
MALE,67.0,8.1,1994-06-12,1995-08-30,14.0
FEMALE,140.0,38.1,1964-11-01,1995-08-28,369.0
FEMALE,141.4,41.3,1975-07-12,1995-08-30,241.0
FEMALE,72.2,8.1,1993-05-27,1995-08-30,27.0
FEMALE,148.2,54.4,1961-07-11,1995-08-28,409.0
MALE,82.9,11.7,1992-11-08,1995-08-28,33.0
MALE,152.0,48.1,1972-06-05,1995-08-30,278.0
FEMALE,95.0,14.4,1992-07-23,1995-08-30,37.0
MALE,66.5,7.9,1995-01-16,1995-08-30,7.0
MALE,141.0,51.7,,1995-08-31,
MALE,104.5,15.5,1990-09-08,1995-08-31,59.0
FEMALE,140.0,47.2,1971-12-14,1995-08-30,284.0
FEMALE,147.5,39.5,1975-12-23,1995-08-30,236.0
FEMALE,152.0,64.9,1976-05-09,1995-08-25,231.0
MALE,145.5,56.7,1969-07-21,1995-08-25,313.0
FEMALE,143.8,40.8,1973-11-12,1995-07-17,260.0
FEMALE,141.1,43.1,1972-09-08,1995-07-17,274.0
MALE,79.2,10.1,1993-05-27,1995-07-17,26.0
FEMALE,47.4,4.0,1995-06-15,1995-07-17,1.0
FEMALE,135.0,65.4,1961-03-06,1995-07-18,412.0
MALE,99.0,15.5,1990-03-10,1995-07-18,64.0
MALE,89.6,12.0,1991-08-06,1995-07-18,47.0
MALE,77.1,10.6,1993-03-06,1995-07-18,28.0
FEMALE,46.1,5.1,1995-05-26,1995-07-18,2.0
FEMALE,143.5,42.2,1969-06-10,1995-07-18,313.0
FEMALE,91.2,14.2,1991-10-01,1995-07-18,45.0
MALE,64.5,8.1,1994-08-13,1995-07-18,11.0
MALE,140.5,43.1,1966-02-16,1995-07-17,353.0
FEMALE,94.4,14.2,1990-08-14,1995-07-17,59.0
FEMALE,73.5,8.5,1993-04-10,1995-07-17,27.0
MALE,42.5,3.5,1995-06-30,1995-07-17,1.0
MALE,145.5,44.5,1973-04-14,1995-07-17,267.0
MALE,77.1,10.3,1993-08-01,1995-07-17,23.0
MALE,150.1,44.9,1973-05-16,1995-07-18,266.0
FEMALE,89.2,12.3,1992-02-23,1995-07-18,41.0
MALE,69.3,8.4,1994-06-24,1995-07-18,13.0
FEMALE,155.1,48.5,1969-06-25,1995-07-18,313.0
FEMALE,82.1,10.4,1991-12-18,1995-07-18,43.0
FEMALE,67.8,7.3,1994-03-01,1995-07-18,16.0
MALE,149.8,49.4,1963-01-21,1995-07-19,390.0
MALE,97.4,15.8,1990-03-05,1995-07-19,64.0
MALE,87.5,13.2,1992-01-24,1995-07-19,42.0
MALE,74.4,8.9,1993-09-28,1995-07-19,22.0
FEMALE,139.0,43.5,1962-03-31,1995-07-19,400.0
MALE,142.0,42.6,1961-03-28,1995-07-18,412.0
MALE,101.1,16.3,1990-05-22,1995-07-18,62.0
FEMALE,85.2,12.1,1991-09-29,1995-07-18,46.0
MALE,60.8,6.1,1995-01-02,1995-07-18,6.0
FEMALE,149.0,46.3,1968-07-25,1995-07-19,324.0
FEMALE,147.0,50.3,1971-07-05,1995-07-19,288.0
FEMALE,88.2,12.2,1992-06-15,1995-07-19,37.0
FEMALE,70.1,8.1,1992-09-20,1995-07-19,34.0
FEMALE,62.1,6.7,1994-07-24,1995-07-19,12.0
FEMALE,154.0,60.3,1962-07-02,1995-07-18,396.0
FEMALE,81.2,10.5,1992-09-17,1995-07-18,34.0
FEMALE,143.5,42.2,1964-06-15,1995-07-19,373.0
MALE,90.1,12.5,1991-04-06,1995-07-19,51.0
MALE,66.5,8.1,1994-06-20,1995-07-19,13.0
MALE,141.3,38.6,1961-08-21,1995-07-21,407.0
MALE,88.0,12.7,1990-10-21,1995-07-21,57.0
FEMALE,55.8,4.5,1995-02-20,1995-07-21,5.0
MALE,152.0,56.2,,1995-07-21,
FEMALE,52.5,6.5,1995-03-24,1995-07-21,4.0
MALE,141.0,38.6,,1995-07-20,
MALE,71.5,8.0,1993-02-12,1995-07-20,29.0
MALE,53.4,4.8,1995-05-20,1995-07-20,2.0
FEMALE,138.4,41.7,1972-12-08,1995-07-21,271.0
MALE,81.8,10.0,1992-03-06,1995-07-21,40.0
FEMALE,66.6,8.6,1993-09-23,1995-07-21,22.0
FEMALE,143.0,40.8,1970-12-17,1995-07-21,295.0
MALE,82.1,11.1,1992-02-19,1995-07-21,41.0
MALE,67.3,8.5,1994-07-09,1995-07-21,12.0
MALE,151.4,54.9,1971-06-08,1995-07-20,289.0
FEMALE,145.7,44.9,1976-05-22,1995-07-21,230.0
MALE,83.5,11.3,1991-11-22,1995-07-21,44.0
FEMALE,62.5,7.9,1994-09-01,1995-07-21,10.0
FEMALE,146.5,47.6,1976-01-22,1995-07-21,234.0
MALE,60.3,7.3,1995-03-25,1995-07-21,4.0
MALE,149.0,61.7,1962-02-12,1995-07-20,401.0
FEMALE,95.1,14.6,1991-02-16,1995-07-20,53.0
FEMALE,84.1,12.5,1993-03-17,1995-07-20,28.0
FEMALE,145.5,50.3,1971-07-24,1995-07-20,288.0
MALE,96.1,16.0,1990-05-30,1995-07-20,62.0
FEMALE,68.7,7.9,1993-02-07,1995-07-20,29.0
MALE,134.0,45.4,1974-07-17,1995-07-21,252.0
FEMALE,142.0,54.4,1968-10-03,1995-07-20,321.0
FEMALE,143.4,40.8,1960-03-18,1995-07-20,424.0
MALE,91.3,11.9,1990-11-02,1995-07-20,56.0
FEMALE,69.5,8.7,1993-12-08,1995-07-20,19.0
MALE,47.5,5.5,1995-06-23,1995-07-20,1.0
MALE,140.4,40.8,1975-05-28,1995-07-20,242.0
FEMALE,68.5,8.5,1993-10-09,1995-07-20,21.0
MALE,152.0,38.6,1960-06-22,1995-07-21,421.0
MALE,144.5,47.6,1972-01-08,1995-07-18,282.0
FEMALE,143.2,49.4,1971-08-09,1995-07-19,287.0
MALE,142.5,43.1,1967-02-18,1995-07-21,341.0
MALE,53.5,5.1,1995-03-21,1995-07-21,4.0
MALE,140.0,40.8,1966-11-18,1995-08-16,345.0
FEMALE,93.2,13.4,1990-09-20,1995-08-16,59.0
MALE,137.1,42.2,1998-08-18,1995-08-16,-36.0
FEMALE,85.1,16.6,1991-11-24,1995-08-16,45.0
FEMALE,68.5,8.0,1994-03-12,1995-08-16,17.0
MALE,141.0,42.2,1965-10-23,1995-08-15,358.0
MALE,97.1,16.0,1990-04-12,1995-08-15,64.0
MALE,66.5,7.9,1994-03-05,1995-08-15,17.0
FEMALE,136.5,40.8,1969-09-19,1995-08-15,311.0
MALE,94.0,15.1,1990-08-23,1995-08-15,60.0
MALE,85.1,12.4,1992-12-24,1995-08-15,32.0
MALE,73.5,8.7,1994-01-12,1995-08-15,19.0
MALE,140.3,47.6,1964-01-07,1995-08-14,379.0
MALE,80.9,11.1,1992-08-14,1995-08-14,36.0
FEMALE,64.4,7.8,1994-12-18,1995-08-14,8.0
FEMALE,145.0,48.5,1976-02-02,1995-08-16,234.0
MALE,144.0,42.6,1969-11-12,1995-08-16,309.0
MALE,149.0,44.5,1964-07-29,1995-08-17,373.0
